date,source,sessions,users
2024-04-03,Direct,9,7
2024-04-03,Social (Instagram),6,5
2024-04-03,Referral (Planity),5,4
2024-04-04,Organic Search,20,16
2024-04-04,Direct,11,8
2024-04-04,Social (Instagram),7,6
2024-04-04,Referral (Planity),5,4
2024-04-05,Organic Search,13,10
2024-04-05,Direct,6,5
2024-04-05,Social (Instagram),6,5
2024-04-05,Referral (Planity),4,3
2024-04-06,Organic Search,14,11
2024-04-06,Direct,8,7
2024-04-06,Social (Instagram),6,5
2024-04-06,Referral (Planity),5,4
2024-04-07,Organic Search,11,8
2024-04-07,Direct,4,3
2024-04-07,Social (Instagram),4,3
2024-04-07,Referral (Planity),2,2
2024-04-08,Organic Search,16,13
2024-04-08,Direct,8,6
2024-04-08,Social (Instagram),6,5
2024-04-08,Referral (Planity),6,5
2024-04-09,Organic Search,27,20
2024-04-09,Direct,15,12
2024-04-09,Social (Instagram),17,14
2024-04-09,Referral (Planity),8,7
2024-04-10,Organic Search,22,19
2024-04-10,Direct,12,10
2024-04-10,Social (Instagram),8,7
2024-04-10,Referral (Planity),5,4
2024-04-11,Organic Search,12,10
2024-04-11,Direct,7,5
2024-04-11,Social (Instagram),6,5
2024-04-11,Referral (Planity),3,2
2024-04-12,Organic Search,18,14
2024-04-12,Direct,10,8
2024-04-12,Social (Instagram),9,8
2024-04-12,Referral (Planity),6,5
2024-04-13,Organic Search,7,5
2024-04-13,Direct,5,4
2024-04-13,Social (Instagram),3,2
2024-04-13,Referral (Planity),2,2
2024-04-14,Organic Search,13,11
2024-04-14,Direct,8,7
2024-04-14,Social (Instagram),4,3
2024-04-14,Referral (Planity),4,3
2024-04-15,Organic Search,27,22
2024-04-15,Direct,15,11
2024-04-15,Social (Instagram),11,9
2024-04-15,Referral (Planity),6,5
2024-04-16,Organic Search,15,11
2024-04-16,Direct,9,7
2024-04-16,Social (Instagram),5,4
2024-04-16,Referral (Planity),3,3
2024-04-17,Organic Search,23,19
2024-04-17,Direct,11,10
2024-04-17,Social (Instagram),10,9
2024-04-17,Referral (Planity),7,5
2024-04-18,Organic Search,17,15
2024-04-18,Direct,11,10
2024-04-18,Social (Instagram),7,6
2024-04-18,Referral (Planity),6,5
2024-04-19,Organic Search,14,11
2024-04-19,Direct,8,7
2024-04-19,Social (Instagram),6,5
2024-04-19,Referral (Planity),4,3
2024-04-20,Organic Search,11,8
2024-04-20,Direct,6,5
2024-04-20,Social (Instagram),4,4
2024-04-20,Referral (Planity),3,3
2024-04-21,Organic Search,8,6
2024-04-21,Direct,5,4
2024-04-21,Social (Instagram),4,4
2024-04-21,Referral (Planity),2,2
2024-04-22,Organic Search,21,16
2024-04-22,Direct,10,8
2024-04-22,Social (Instagram),6,5
2024-04-22,Referral (Planity),5,4
2024-04-23,Organic Search,14,12
2024-04-23,Direct,6,5
2024-04-23,Social (Instagram),5,4
2024-04-23,Referral (Planity),2,2
2024-04-24,Organic Search,22,18
2024-04-24,Direct,9,7
2024-04-24,Social (Instagram),8,7
2024-04-24,Referral (Planity),5,4
2024-04-25,Organic Search,24,20
2024-04-25,Direct,12,10
2024-04-25,Social (Instagram),8,7
2024-04-25,Referral (Planity),6,5
2024-04-26,Organic Search,15,13
2024-04-26,Direct,8,7
2024-04-26,Social (Instagram),5,4
2024-04-26,Referral (Planity),4,3
2024-04-27,Organic Search,9,8
2024-04-27,Direct,6,5
2024-04-27,Social (Instagram),3,2
2024-04-27,Referral (Planity),2,2
2024-04-28,Organic Search,15,13
2024-04-28,Direct,8,7
2024-04-28,Social (Instagram),6,5
2024-04-28,Referral (Planity),4,3
2024-04-29,Organic Search,23,19
2024-04-29,Direct,10,8
2024-04-29,Social (Instagram),11,10
2024-04-29,Referral (Planity),5,4
2024-04-30,Organic Search,19,16
2024-04-30,Direct,11,9
2024-04-30,Social (Instagram),7,5
2024-04-30,Referral (Planity),5,4
2024-05-01,Organic Search,25,19
2024-05-01,Direct,13,11
2024-05-01,Social (Instagram),10,9
2024-05-01,Referral (Planity),6,5
2024-05-02,Organic Search,11,9
2024-05-02,Direct,6,5
2024-05-02,Social (Instagram),4,3
2024-05-02,Referral (Planity),1,1
2024-05-03,Organic Search,15,12
2024-05-03,Direct,10,8
2024-05-03,Social (Instagram),6,5
2024-05-03,Referral (Planity),5,4
2024-05-04,Organic Search,13,11
2024-05-04,Direct,6,5
2024-05-04,Social (Instagram),4,3
2024-05-04,Referral (Planity),3,2
2024-05-05,Organic Search,10,8
2024-05-05,Direct,6,5
2024-05-05,Social (Instagram),4,3
2024-05-05,Referral (Planity),3,3
2024-05-06,Organic Search,26,23
2024-05-06,Direct,12,9
2024-05-06,Social (Instagram),9,7
2024-05-06,Referral (Planity),7,6
2024-05-07,Organic Search,32,25
2024-05-07,Direct,17,14
2024-05-07,Social (Instagram),12,9
2024-05-07,Referral (Planity),10,9
2024-05-08,Organic Search,15,11
2024-05-08,Direct,8,7
2024-05-08,Social (Instagram),7,6
2024-05-08,Referral (Planity),4,4
2024-05-09,Organic Search,20,16
2024-05-09,Direct,13,11
2024-05-09,Social (Instagram),9,7
2024-05-09,Referral (Planity),5,4
2024-05-10,Organic Search,20,17
2024-05-10,Direct,11,9
2024-05-10,Social (Instagram),9,8
2024-05-10,Referral (Planity),7,5
2024-05-11,Organic Search,9,7
2024-05-11,Direct,5,4
2024-05-11,Social (Instagram),3,3
2024-05-11,Referral (Planity),2,2
2024-05-12,Organic Search,15,12
2024-05-12,Direct,7,5
2024-05-12,Social (Instagram),6,5
2024-05-12,Referral (Planity),4,3
2024-05-13,Organic Search,10,9
2024-05-13,Direct,6,5
2024-05-13,Social (Instagram),5,4
2024-05-13,Referral (Planity),3,3
2024-05-14,Organic Search,21,18
2024-05-14,Direct,12,9
2024-05-14,Social (Instagram),9,7
2024-05-14,Referral (Planity),6,5
2024-05-15,Organic Search,21,17
2024-05-15,Direct,12,11
2024-05-15,Social (Instagram),7,6
2024-05-15,Referral (Planity),8,7
2024-05-16,Organic Search,15,11
2024-05-16,Direct,9,7
2024-05-16,Social (Instagram),7,5
2024-05-16,Referral (Planity),5,4
2024-05-17,Organic Search,26,22
2024-05-17,Direct,15,13
2024-05-17,Social (Instagram),10,9
2024-05-17,Referral (Planity),6,5
2024-05-18,Organic Search,18,16
2024-05-18,Direct,9,7
2024-05-18,Social (Instagram),6,5
2024-05-18,Referral (Planity),4,3
2024-05-19,Organic Search,15,13
2024-05-19,Direct,9,7
2024-05-19,Social (Instagram),6,5
2024-05-19,Referral (Planity),4,3
2024-05-20,Organic Search,22,19
2024-05-20,Direct,14,11
2024-05-20,Social (Instagram),9,7
2024-05-20,Referral (Planity),6,5
2024-05-21,Organic Search,8,6
2024-05-21,Direct,5,4
2024-05-21,Social (Instagram),3,2
2024-05-21,Referral (Planity),2,2
2024-05-22,Organic Search,24,20
2024-05-22,Direct,11,10
2024-05-22,Social (Instagram),9,7
2024-05-22,Referral (Planity),5,4
2024-05-23,Organic Search,19,15
2024-05-23,Direct,9,8
2024-05-23,Social (Instagram),8,6
2024-05-23,Referral (Planity),4,3
2024-05-24,Organic Search,18,15
2024-05-24,Direct,9,8
2024-05-24,Social (Instagram),7,5
2024-05-24,Referral (Planity),4,3
2024-05-25,Organic Search,12,10
2024-05-25,Direct,7,6
2024-05-25,Social (Instagram),4,3
2024-05-25,Referral (Planity),3,2
2024-05-26,Organic Search,9,8
2024-05-26,Direct,5,4
2024-05-26,Social (Instagram),3,3
2024-05-26,Referral (Planity),2,2
2024-05-27,Organic Search,18,16
2024-05-27,Direct,11,9
2024-05-27,Social (Instagram),7,6
2024-05-27,Referral (Planity),4,3
2024-05-28,Organic Search,21,18
2024-05-28,Direct,15,12
2024-05-28,Social (Instagram),8,7
2024-05-28,Referral (Planity),6,5
2024-05-29,Organic Search,9,8
2024-05-29,Direct,6,5
2024-05-29,Social (Instagram),4,3
2024-05-29,Referral (Planity),3,2
2024-05-30,Organic Search,19,16
2024-05-30,Direct,7,6
2024-05-30,Social (Instagram),7,6
2024-05-30,Referral (Planity),5,4
2024-05-31,Organic Search,23,19
2024-05-31,Direct,12,9
2024-05-31,Social (Instagram),11,10
2024-05-31,Referral (Planity),5,4
2024-06-01,Organic Search,18,15
2024-06-01,Direct,9,8
2024-06-01,Social (Instagram),7,6
2024-06-01,Referral (Planity),5,4
2024-06-02,Organic Search,16,13
2024-06-02,Direct,8,7
2024-06-02,Social (Instagram),5,4
2024-06-02,Referral (Planity),4,3
2024-06-03,Organic Search,20,18
2024-06-03,Direct,9,8
2024-06-03,Social (Instagram),7,6
2024-06-03,Referral (Planity),5,4
2024-06-04,Organic Search,22,19
2024-06-04,Direct,14,12
2024-06-04,Social (Instagram),9,7
2024-06-04,Referral (Planity),4,3
2024-06-05,Organic Search,27,24
2024-06-05,Direct,14,12
2024-06-05,Social (Instagram),11,9
2024-06-05,Referral (Planity),7,6
2024-06-06,Organic Search,17,13
2024-06-06,Direct,12,11
2024-06-06,Social (Instagram),7,5
2024-06-06,Referral (Planity),5,4
2024-06-07,Organic Search,24,20
2024-06-07,Direct,16,14
2024-06-07,Social (Instagram),10,8
2024-06-07,Referral (Planity),6,5
2024-06-08,Organic Search,15,12
2024-06-08,Direct,8,6
2024-06-08,Social (Instagram),5,4
2024-06-08,Referral (Planity),4,3
2024-06-09,Organic Search,19,16
2024-06-09,Direct,11,9
2024-06-09,Social (Instagram),8,7
2024-06-09,Referral (Planity),5,4
2024-06-10,Organic Search,27,23
2024-06-10,Direct,14,11
2024-06-10,Social (Instagram),12,10
2024-06-10,Referral (Planity),9,8
2024-06-11,Organic Search,23,18
2024-06-11,Direct,13,10
2024-06-11,Social (Instagram),8,7
2024-06-11,Referral (Planity),4,3
2024-06-12,Organic Search,18,14
2024-06-12,Direct,10,9
2024-06-12,Social (Instagram),7,6
2024-06-12,Referral (Planity),4,3
2024-06-13,Organic Search,29,26
2024-06-13,Direct,15,12
2024-06-13,Social (Instagram),12,10
2024-06-13,Referral (Planity),7,6
2024-06-14,Organic Search,24,20
2024-06-14,Direct,14,12
2024-06-14,Social (Instagram),7,6
2024-06-14,Referral (Planity),5,4
2024-06-15,Organic Search,23,18
2024-06-15,Direct,15,12
2024-06-15,Social (Instagram),8,7
2024-06-15,Referral (Planity),6,5
2024-06-16,Organic Search,12,9
2024-06-16,Direct,6,5
2024-06-16,Social (Instagram),4,4
2024-06-16,Referral (Planity),3,3
2024-06-17,Organic Search,28,21
2024-06-17,Direct,14,11
2024-06-17,Social (Instagram),11,10
2024-06-17,Referral (Planity),7,6
2024-06-18,Organic Search,21,16
2024-06-18,Direct,11,8
2024-06-18,Social (Instagram),9,7
2024-06-18,Referral (Planity),4,3
2024-06-19,Organic Search,34,29
2024-06-19,Direct,22,19
2024-06-19,Social (Instagram),15,13
2024-06-19,Referral (Planity),8,7
2024-06-20,Organic Search,20,16
2024-06-20,Direct,10,9
2024-06-20,Social (Instagram),8,7
2024-06-20,Referral (Planity),7,6
2024-06-21,Organic Search,32,24
2024-06-21,Direct,17,13
2024-06-21,Social (Instagram),13,10
2024-06-21,Referral (Planity),7,6
2024-06-22,Organic Search,17,13
2024-06-22,Direct,9,7
2024-06-22,Social (Instagram),6,5
2024-06-22,Referral (Planity),6,5
2024-06-23,Organic Search,11,8
2024-06-23,Direct,7,6
2024-06-23,Social (Instagram),4,3
2024-06-23,Referral (Planity),3,2
2024-06-24,Organic Search,25,20
2024-06-24,Direct,14,11
2024-06-24,Social (Instagram),9,8
2024-06-24,Referral (Planity),5,4
2024-06-25,Organic Search,17,15
2024-06-25,Direct,8,7
2024-06-25,Social (Instagram),8,7
2024-06-25,Referral (Planity),5,4
2024-06-26,Organic Search,36,30
2024-06-26,Direct,21,18
2024-06-26,Social (Instagram),13,11
2024-06-26,Referral (Planity),9,7
2024-06-27,Organic Search,23,19
2024-06-27,Direct,10,8
2024-06-27,Social (Instagram),10,8
2024-06-27,Referral (Planity),6,5
2024-06-28,Organic Search,22,19
2024-06-28,Direct,11,9
2024-06-28,Social (Instagram),11,9
2024-06-28,Referral (Planity),5,4
2024-06-29,Organic Search,18,15
2024-06-29,Direct,8,7
2024-06-29,Social (Instagram),6,5
2024-06-29,Referral (Planity),4,3
2024-06-30,Organic Search,13,10
2024-06-30,Direct,8,7
2024-06-30,Social (Instagram),6,5
2024-06-30,Referral (Planity),3,2
2024-07-01,Organic Search,14,11
2024-07-01,Direct,7,6
2024-07-01,Social (Instagram),5,4
2024-07-01,Referral (Planity),3,2
2024-07-02,Organic Search,21,18
2024-07-02,Direct,14,11
2024-07-02,Social (Instagram),9,7
2024-07-02,Referral (Planity),6,5
2024-07-03,Organic Search,22,18
2024-07-03,Direct,13,10
2024-07-03,Social (Instagram),8,7
2024-07-03,Referral (Planity),7,6
2024-07-04,Organic Search,15,11
2024-07-04,Direct,7,6
2024-07-04,Social (Instagram),6,5
2024-07-04,Referral (Planity),5,4
2024-07-05,Organic Search,13,12
2024-07-05,Direct,7,6
2024-07-05,Social (Instagram),6,5
2024-07-05,Referral (Planity),4,3
2024-07-06,Organic Search,10,8
2024-07-06,Direct,6,5
2024-07-06,Social (Instagram),4,3
2024-07-06,Referral (Planity),3,3
2024-07-07,Organic Search,10,8
2024-07-07,Direct,7,6
2024-07-07,Social (Instagram),5,4
2024-07-07,Referral (Planity),4,3
2024-07-08,Organic Search,16,13
2024-07-08,Direct,9,7
2024-07-08,Social (Instagram),6,5
2024-07-08,Referral (Planity),4,3
2024-07-09,Organic Search,17,14
2024-07-09,Direct,11,9
2024-07-09,Social (Instagram),7,6
2024-07-09,Referral (Planity),5,4
2024-07-10,Organic Search,11,10
2024-07-10,Direct,7,6
2024-07-10,Social (Instagram),4,4
2024-07-10,Referral (Planity),2,2
2024-07-11,Organic Search,20,16
2024-07-11,Direct,11,9
2024-07-11,Social (Instagram),8,7
2024-07-11,Referral (Planity),5,4
2024-07-12,Organic Search,24,21
2024-07-12,Direct,14,12
2024-07-12,Social (Instagram),10,8
2024-07-12,Referral (Planity),6,5
2024-07-13,Organic Search,10,9
2024-07-13,Direct,5,4
2024-07-13,Social (Instagram),5,4
2024-07-13,Referral (Planity),2,2
2024-07-14,Organic Search,10,9
2024-07-14,Direct,5,4
2024-07-14,Social (Instagram),4,3
2024-07-14,Referral (Planity),3,2
2024-07-15,Organic Search,15,13
2024-07-15,Direct,11,10
2024-07-15,Social (Instagram),8,7
2024-07-15,Referral (Planity),4,3
2024-07-16,Organic Search,17,15
2024-07-16,Direct,12,10
2024-07-16,Social (Instagram),8,7
2024-07-16,Referral (Planity),3,2
2024-07-17,Organic Search,18,14
2024-07-17,Direct,10,8
2024-07-17,Social (Instagram),6,5
2024-07-17,Referral (Planity),5,4
2024-07-18,Organic Search,14,11
2024-07-18,Direct,8,7
2024-07-18,Social (Instagram),5,4
2024-07-18,Referral (Planity),3,3
2024-07-19,Organic Search,18,14
2024-07-19,Direct,12,10
2024-07-19,Social (Instagram),7,6
2024-07-19,Referral (Planity),6,5
2024-07-20,Organic Search,13,10
2024-07-20,Direct,8,7
2024-07-20,Social (Instagram),6,5
2024-07-20,Referral (Planity),4,3
2024-07-21,Organic Search,13,11
2024-07-21,Direct,6,5
2024-07-21,Social (Instagram),5,4
2024-07-21,Referral (Planity),3,2
2024-07-22,Organic Search,14,11
2024-07-22,Direct,9,7
2024-07-22,Social (Instagram),7,6
2024-07-22,Referral (Planity),5,4
2024-07-23,Organic Search,14,11
2024-07-23,Direct,8,6
2024-07-23,Social (Instagram),5,4
2024-07-23,Referral (Planity),2,2
2024-07-24,Organic Search,14,12
2024-07-24,Direct,8,6
2024-07-24,Social (Instagram),6,5
2024-07-24,Referral (Planity),4,3
2024-07-25,Organic Search,25,22
2024-07-25,Direct,13,10
2024-07-25,Social (Instagram),10,8
2024-07-25,Referral (Planity),4,4
2024-07-26,Organic Search,13,11
2024-07-26,Direct,8,7
2024-07-26,Social (Instagram),7,6
2024-07-26,Referral (Planity),3,2
2024-07-27,Organic Search,16,14
2024-07-27,Direct,8,7
2024-07-27,Social (Instagram),6,5
2024-07-27,Referral (Planity),4,3
2024-07-28,Organic Search,8,7
2024-07-28,Direct,4,3
2024-07-28,Social (Instagram),3,2
2024-07-28,Referral (Planity),3,2
2024-07-29,Organic Search,22,18
2024-07-29,Direct,15,12
2024-07-29,Social (Instagram),9,7
2024-07-29,Referral (Planity),5,4
2024-07-30,Organic Search,19,15
2024-07-30,Direct,10,9
2024-07-30,Social (Instagram),8,6
2024-07-30,Referral (Planity),5,4
2024-07-31,Organic Search,17,15
2024-07-31,Direct,11,9
2024-07-31,Social (Instagram),7,6
2024-07-31,Referral (Planity),5,4
2024-08-01,Organic Search,11,10
2024-08-01,Direct,6,5
2024-08-01,Social (Instagram),4,3
2024-08-01,Referral (Planity),3,2
2024-08-02,Organic Search,10,8
2024-08-02,Direct,5,4
2024-08-02,Social (Instagram),4,3
2024-08-02,Referral (Planity),2,2
2024-08-03,Organic Search,11,10
2024-08-03,Direct,6,5
2024-08-03,Social (Instagram),5,4
2024-08-03,Referral (Planity),3,2
2024-08-04,Organic Search,10,8
2024-08-04,Direct,6,5
2024-08-04,Social (Instagram),5,4
2024-08-04,Referral (Planity),3,2
2024-08-05,Organic Search,8,6
2024-08-05,Direct,5,4
2024-08-05,Social (Instagram),3,2
2024-08-05,Referral (Planity),2,2
2024-08-06,Organic Search,9,8
2024-08-06,Direct,5,4
2024-08-06,Social (Instagram),4,3
2024-08-06,Referral (Planity),3,3
2024-08-07,Organic Search,16,14
2024-08-07,Direct,9,7
2024-08-07,Social (Instagram),6,5
2024-08-07,Referral (Planity),4,3
2024-08-08,Organic Search,17,14
2024-08-08,Direct,10,9
2024-08-08,Social (Instagram),4,3
2024-08-08,Referral (Planity),5,4
2024-08-09,Organic Search,15,13
2024-08-09,Direct,8,7
2024-08-09,Social (Instagram),4,4
2024-08-09,Referral (Planity),4,3
2024-08-10,Organic Search,10,8
2024-08-10,Direct,5,4
2024-08-10,Social (Instagram),4,3
2024-08-10,Referral (Planity),2,2
2024-08-11,Organic Search,6,5
2024-08-11,Direct,3,3
2024-08-11,Social (Instagram),2,2
2024-08-11,Referral (Planity),2,2
2024-08-12,Organic Search,14,11
2024-08-12,Direct,6,5
2024-08-12,Social (Instagram),4,4
2024-08-12,Referral (Planity),3,3
2024-08-13,Organic Search,14,11
2024-08-13,Direct,9,8
2024-08-13,Social (Instagram),5,4
2024-08-13,Referral (Planity),3,3
2024-08-14,Organic Search,19,17
2024-08-14,Direct,11,9
2024-08-14,Social (Instagram),8,7
2024-08-14,Referral (Planity),4,3
2024-08-15,Organic Search,9,7
2024-08-15,Direct,5,4
2024-08-15,Social (Instagram),3,3
2024-08-15,Referral (Planity),2,2
2024-08-16,Organic Search,8,6
2024-08-16,Direct,5,4
2024-08-16,Social (Instagram),3,3
2024-08-16,Referral (Planity),2,2
2024-08-17,Organic Search,9,8
2024-08-17,Direct,5,4
2024-08-17,Social (Instagram),3,3
2024-08-17,Referral (Planity),2,2
2024-08-18,Organic Search,12,9
2024-08-18,Direct,7,6
2024-08-18,Social (Instagram),4,3
2024-08-18,Referral (Planity),2,2
2024-08-19,Organic Search,10,8
2024-08-19,Direct,7,5
2024-08-19,Social (Instagram),5,4
2024-08-19,Referral (Planity),3,3
2024-08-20,Organic Search,18,15
2024-08-20,Direct,10,9
2024-08-20,Social (Instagram),7,6
2024-08-20,Referral (Planity),4,3
2024-08-21,Organic Search,13,11
2024-08-21,Direct,7,6
2024-08-21,Social (Instagram),5,4
2024-08-21,Referral (Planity),4,3
2024-08-22,Organic Search,15,12
2024-08-22,Direct,11,9
2024-08-22,Social (Instagram),5,4
2024-08-22,Referral (Planity),4,3
2024-08-23,Organic Search,15,11
2024-08-23,Direct,6,5
2024-08-23,Social (Instagram),6,5
2024-08-23,Referral (Planity),4,3
2024-08-24,Organic Search,11,10
2024-08-24,Direct,7,5
2024-08-24,Social (Instagram),4,3
2024-08-24,Referral (Planity),3,3
2024-08-25,Organic Search,4,3
2024-08-25,Direct,3,2
2024-08-25,Social (Instagram),2,2
2024-08-25,Referral (Planity),1,1
2024-08-26,Organic Search,10,8
2024-08-26,Direct,6,5
2024-08-26,Social (Instagram),4,3
2024-08-26,Referral (Planity),2,2
2024-08-27,Organic Search,11,9
2024-08-27,Direct,6,5
2024-08-27,Social (Instagram),4,3
2024-08-27,Referral (Planity),3,2
2024-08-28,Organic Search,19,17
2024-08-28,Direct,13,11
2024-08-28,Social (Instagram),8,7
2024-08-28,Referral (Planity),4,3
2024-08-29,Organic Search,12,10
2024-08-29,Direct,6,5
2024-08-29,Social (Instagram),5,4
2024-08-29,Referral (Planity),3,2
2024-08-30,Organic Search,9,7
2024-08-30,Direct,6,5
2024-08-30,Social (Instagram),4,4
2024-08-30,Referral (Planity),3,3
2024-08-31,Organic Search,10,8
2024-08-31,Direct,6,5
2024-08-31,Social (Instagram),4,3
2024-08-31,Referral (Planity),2,2
2024-09-01,Organic Search,13,10
2024-09-01,Direct,6,5
2024-09-01,Social (Instagram),5,4
2024-09-01,Referral (Planity),4,3
2024-09-02,Organic Search,18,15
2024-09-02,Direct,12,10
2024-09-02,Social (Instagram),7,5
2024-09-02,Referral (Planity),6,5
2024-09-03,Organic Search,23,18
2024-09-03,Direct,13,10
2024-09-03,Social (Instagram),9,7
2024-09-03,Referral (Planity),5,4
2024-09-04,Organic Search,25,19
2024-09-04,Direct,12,9
2024-09-04,Social (Instagram),9,7
2024-09-04,Referral (Planity),5,4
2024-09-05,Organic Search,10,8
2024-09-05,Direct,6,5
2024-09-05,Social (Instagram),5,4
2024-09-05,Referral (Planity),3,2
2024-09-06,Organic Search,24,20
2024-09-06,Direct,13,11
2024-09-06,Social (Instagram),9,8
2024-09-06,Referral (Planity),7,6
2024-09-07,Organic Search,17,15
2024-09-07,Direct,9,7
2024-09-07,Social (Instagram),7,6
2024-09-07,Referral (Planity),4,4
2024-09-08,Organic Search,19,16
2024-09-08,Direct,11,9
2024-09-08,Social (Instagram),7,6
2024-09-08,Referral (Planity),4,3
2024-09-09,Organic Search,17,13
2024-09-09,Direct,10,9
2024-09-09,Social (Instagram),8,6
2024-09-09,Referral (Planity),5,4
2024-09-10,Organic Search,37,29
2024-09-10,Direct,17,14
2024-09-10,Social (Instagram),10,9
2024-09-10,Referral (Planity),11,9
2024-09-11,Organic Search,21,18
2024-09-11,Direct,13,10
2024-09-11,Social (Instagram),11,9
2024-09-11,Referral (Planity),7,6
2024-09-12,Organic Search,29,26
2024-09-12,Direct,16,14
2024-09-12,Social (Instagram),14,11
2024-09-12,Referral (Planity),6,5
2024-09-13,Organic Search,15,12
2024-09-13,Direct,11,9
2024-09-13,Social (Instagram),8,7
2024-09-13,Referral (Planity),5,4
2024-09-14,Organic Search,16,13
2024-09-14,Direct,10,9
2024-09-14,Social (Instagram),7,6
2024-09-14,Referral (Planity),4,3
2024-09-15,Organic Search,17,15
2024-09-15,Direct,10,8
2024-09-15,Social (Instagram),6,5
2024-09-15,Referral (Planity),4,3
2024-09-16,Organic Search,22,17
2024-09-16,Direct,12,11
2024-09-16,Social (Instagram),8,6
2024-09-16,Referral (Planity),7,6
2024-09-17,Organic Search,21,17
2024-09-17,Direct,8,6
2024-09-17,Social (Instagram),8,7
2024-09-17,Referral (Planity),6,5
2024-09-18,Organic Search,32,28
2024-09-18,Direct,19,17
2024-09-18,Social (Instagram),10,9
2024-09-18,Referral (Planity),6,5
2024-09-19,Organic Search,25,22
2024-09-19,Direct,11,9
2024-09-19,Social (Instagram),11,8
2024-09-19,Referral (Planity),8,7
2024-09-20,Organic Search,19,17
2024-09-20,Direct,11,10
2024-09-20,Social (Instagram),7,5
2024-09-20,Referral (Planity),5,4
2024-09-21,Organic Search,17,15
2024-09-21,Direct,9,7
2024-09-21,Social (Instagram),6,5
2024-09-21,Referral (Planity),5,4
2024-09-22,Organic Search,15,12
2024-09-22,Direct,7,5
2024-09-22,Social (Instagram),7,6
2024-09-22,Referral (Planity),4,3
2024-09-23,Organic Search,34,30
2024-09-23,Direct,20,15
2024-09-23,Social (Instagram),13,12
2024-09-23,Referral (Planity),6,5
2024-09-24,Organic Search,20,16
2024-09-24,Direct,9,7
2024-09-24,Social (Instagram),8,7
2024-09-24,Referral (Planity),4,3
2024-09-25,Organic Search,23,18
2024-09-25,Direct,10,8
2024-09-25,Social (Instagram),8,7
2024-09-25,Referral (Planity),4,3
2024-09-26,Organic Search,33,30
2024-09-26,Direct,15,13
2024-09-26,Social (Instagram),12,10
2024-09-26,Referral (Planity),8,7
2024-09-27,Organic Search,24,18
2024-09-27,Direct,14,11
2024-09-27,Social (Instagram),11,9
2024-09-27,Referral (Planity),6,5
2024-09-28,Organic Search,19,14
2024-09-28,Direct,10,8
2024-09-28,Social (Instagram),8,6
2024-09-28,Referral (Planity),5,4
2024-09-29,Organic Search,15,11
2024-09-29,Direct,9,8
2024-09-29,Social (Instagram),6,5
2024-09-29,Referral (Planity),3,3
2024-09-30,Organic Search,21,18
2024-09-30,Direct,11,10
2024-09-30,Social (Instagram),9,8
2024-09-30,Referral (Planity),5,4
2024-10-01,Organic Search,29,25
2024-10-01,Direct,19,17
2024-10-01,Social (Instagram),13,11
2024-10-01,Referral (Planity),8,6
2024-10-02,Organic Search,23,20
2024-10-02,Direct,12,10
2024-10-02,Social (Instagram),8,7
2024-10-02,Referral (Planity),8,6
2024-10-03,Organic Search,24,18
2024-10-03,Direct,11,8
2024-10-03,Social (Instagram),9,7
2024-10-03,Referral (Planity),6,5
2024-10-04,Organic Search,20,16
2024-10-04,Direct,11,9
2024-10-04,Social (Instagram),10,8
2024-10-04,Referral (Planity),7,5
2024-10-05,Organic Search,24,20
2024-10-05,Direct,12,10
2024-10-05,Social (Instagram),11,9
2024-10-05,Referral (Planity),7,6
2024-10-06,Organic Search,12,9
2024-10-06,Direct,6,5
2024-10-06,Social (Instagram),5,4
2024-10-06,Referral (Planity),3,2
2024-10-07,Organic Search,25,19
2024-10-07,Direct,13,10
2024-10-07,Social (Instagram),10,9
2024-10-07,Referral (Planity),7,6
2024-10-08,Organic Search,26,23
2024-10-08,Direct,13,11
2024-10-08,Social (Instagram),9,7
2024-10-08,Referral (Planity),6,5
2024-10-09,Organic Search,25,20
2024-10-09,Direct,14,12
2024-10-09,Social (Instagram),10,9
2024-10-09,Referral (Planity),6,5
2024-10-10,Organic Search,23,18
2024-10-10,Direct,12,9
2024-10-10,Social (Instagram),9,8
2024-10-10,Referral (Planity),6,5
2024-10-11,Organic Search,16,14
2024-10-11,Direct,10,9
2024-10-11,Social (Instagram),7,6
2024-10-11,Referral (Planity),5,4
2024-10-12,Organic Search,11,8
2024-10-12,Direct,6,5
2024-10-12,Social (Instagram),4,3
2024-10-12,Referral (Planity),3,3
2024-10-13,Organic Search,11,9
2024-10-13,Direct,6,5
2024-10-13,Social (Instagram),5,4
2024-10-13,Referral (Planity),4,3
2024-10-14,Organic Search,28,24
2024-10-14,Direct,11,9
2024-10-14,Social (Instagram),11,9
2024-10-14,Referral (Planity),9,7
2024-10-15,Organic Search,34,27
2024-10-15,Direct,19,16
2024-10-15,Social (Instagram),12,11
2024-10-15,Referral (Planity),5,4
2024-10-16,Organic Search,19,16
2024-10-16,Direct,10,9
2024-10-16,Social (Instagram),8,7
2024-10-16,Referral (Planity),6,5
2024-10-17,Organic Search,28,23
2024-10-17,Direct,17,14
2024-10-17,Social (Instagram),11,10
2024-10-17,Referral (Planity),7,6
2024-10-18,Organic Search,19,15
2024-10-18,Direct,8,7
2024-10-18,Social (Instagram),6,5
2024-10-18,Referral (Planity),5,4
2024-10-19,Organic Search,10,8
2024-10-19,Direct,5,4
2024-10-19,Social (Instagram),4,3
2024-10-19,Referral (Planity),2,2
